tokens	labels
"['On', '1', 'October', '2002', 'the', 'Olsztyn', 'Regional', 'Court', 'quashed', 'the', 'applicant', ""'s"", 'conviction', '.', 'Following', 'that', 'date', 'his', 'detention', 'was', 'again', 'covered', 'by', 'Article', '5', '§', '3', '.', 'It', 'continued', 'until', '24', 'July', '2003', 'when', 'the', 'applicant', 'was', 'again', 'convicted', '.']"	['I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR']
['35', '.', 'Accordingly', ',', 'the', 'period', 'to', 'be', 'taken', 'into', 'consideration', 'amounts', 'to', 'two', 'years', ',', 'three', 'months', 'and', 'twenty', '-', 'eight', 'days', '.']	['O', 'O', 'B-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR']
"['2', '.', 'The', 'parties', ""'"", 'submissions']"	['O', 'O', 'O', 'O', 'O', 'O']
"['36', '.', 'The', 'Government', 'submitted', 'that', 'the', 'applicant', ""'s"", 'pre', '-', 'trial', 'detention', 'had', 'been', 'justified', 'by', 'the', 'existence', 'of', 'substantial', 'evidence', 'of', 'his', 'guilt', ',', 'the', 'nature', 'of', 'the', 'offences', 'with', 'which', 'he', 'had', 'been', 'charged', 'and', 'the', 'severity', 'of', 'the', 'anticipated', 'penalty', '.', 'They', 'underlined', 'that', 'the', 'applicant', 'had', 'gone', 'into', 'hiding', 'and', 'had', 'been', 'arrested', 'two', 'months', 'after', 'a', 'wanted', 'notice', 'had', 'been', 'issued', '.', 'The', 'risk', 'that', 'the', 'applicant', 'and', 'the', 'co', '-', 'defendants', 'might', 'obstruct', 'the', 'proceedings', 'or', 'tamper', 'with', 'the', 'evidence', 'was', 'aggravated', 'by', 'the', 'fact', 'that', 'they', 'were', 'members', 'of', 'an', 'organised', 'criminal', 'gang', '.', 'Thus', ',', 'the', 'domestic', 'courts', 'had', 'considered', 'it', 'necessary', 'to', 'remand', 'the', 'applicant', 'and', 'his', 'co', '-', 'defendants', 'in', 'custody', 'until', 'all', 'relevant', 'witnesses', 'had', 'been', 'heard', '.']"	['O', 'O', 'B-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat']
['37', '.', 'The', 'Government', 'emphasised', 'that', 'the', 'serious', 'nature', 'of', 'the', 'charges', 'as', 'well', 'as', 'the', 'fact', 'that', 'there', 'had', 'been', 'seven', 'defendants', 'charged', 'with', 'numerous', 'offences', 'committed', 'in', 'a', 'criminal', 'gang', 'required', 'that', 'the', 'proper', 'conduct', 'of', 'the', 'proceedings', 'be', 'secured', 'with', 'particular', 'diligence', '.', 'Some', 'of', 'the', 'charges', 'against', 'them', 'were', 'subjected', 'to', 'a', 'separate', 'set', 'of', 'proceedings', '.', 'The', 'Government', 'stressed', 'that', 'although', 'the', 'applicant', 'had', 'finally', 'been', 'acquitted', 'of', 'the', 'charges', 'of', 'acting', 'within', 'a', 'criminal', 'gang', ',', 'it', 'had', 'been', 'necessary', 'to', 'confront', 'him', 'with', 'other', 'persons', 'whose', 'actions', 'had', 'been', 'closely', 'related', 'to', 'the', 'charges', 'against', 'the', 'applicant', '.', 'These', 'persons', 'had', 'also', 'been', 'detained', 'in', 'the', 'course', 'of', 'relevant', 'criminal', 'proceedings', 'against', 'them', '.']	['O', 'O', 'B-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat']
"['38', '.', 'The', 'Government', 'further', 'submitted', 'that', 'the', 'need', 'for', 'the', 'applicant', ""'s"", 'continued', 'detention', 'had', 'been', 'thoroughly', 'examined', 'by', 'the', 'courts', ',', 'which', 'on', 'each', 'occasion', 'had', 'given', 'sufficient', 'reasons', 'for', 'their', 'decisions', '.', 'Lastly', ',', 'they', 'maintained', 'that', 'the', 'authorities', 'had', 'displayed', 'special', 'diligence', 'in', 'dealing', 'with', 'the', 'applicant', ""'s"", 'case', '.', 'The', 'trial', 'court', 'had', 'effectively', 'held', 'eight', 'hearings', 'during', 'the', 'first', 'examination', 'of', 'the', 'case', 'and', 'seven', 'hearings', 'during', 'the', 'second', 'examination', '.', 'The', 'hearings', 'had', 'been', 'held', 'regularly', 'and', 'at', 'short', 'intervals', '.']"	['O', 'O', 'B-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat']
"['39', '.', 'The', 'applicant', ""'s"", 'case', 'has', 'been', 'particularly', 'complex', 'on', 'account', 'of', 'the', 'number', 'of', 'charges', 'and', 'the', 'defendants', 'and', 'the', 'volume', 'of', 'evidence', '.', 'The', 'proceedings', 'were', 'conducted', 'against', 'members', 'of', 'a', 'criminal', 'gang', 'and', 'although', 'the', 'applicant', 'was', 'acquitted', 'of', 'the', 'charge', 'of', 'being', 'a', 'member', ',', 'the', 'examination', 'of', 'the', 'charges', 'required', 'particular', 'diligence', '.']"	['O', 'O', 'B-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat', 'I-Staat']
['40', '.', 'The', 'applicant', 'argued', 'that', 'the', 'length', 'of', 'his', 'detention', 'had', 'been', 'unreasonable', '.', 'He', 'also', 'alleged', 'that', 'it', 'had', 'been', 'unknown', 'to', 'him', 'that', 'he', 'had', 'been', 'sought', 'pursuant', 'to', 'a', 'wanted', 'notice', 'and', 'that', 'no', 'notice', 'had', 'been', 'sent', 'to', 'his', 'home', 'address', '.']	['O', 'O', 'B-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer', 'I-Beschwerdeführer']
"['3', '.', 'The', 'Court', ""'s"", 'assessment']"	['O', 'O', 'O', 'O', 'O', 'O']
['(', 'a', ')', 'General', 'principles']	['O', 'O', 'O', 'O', 'O']
['41', '.', 'The', 'Court', 'reiterates', 'that', 'the', 'general', 'principles', 'regarding', 'the', 'right', '“', 'to', 'trial', 'within', 'a', 'reasonable', 'time', 'or', 'to', 'release', 'pending', 'trial', ',', 'as', 'guaranteed', 'by', 'Article', '5', '§', '3', 'of', 'the', 'Convention', '”', 'have', 'been', 'stated', 'in', 'a', 'number', 'of', 'its', 'previous', 'judgements', '(', 'see', ',', 'among', 'many', 'other', 'authorities', ',', 'Kudła', 'v.', 'Poland', '[', 'GC', ']', ',', 'no', '.', '30210/96', ',', '§', '110', 'et', 'seq', '.', ',', 'ECHR', '2000‑XI', ',', 'and', 'McKay', 'v.', 'the', 'United', 'Kingdom', '[', 'GC', ']', ',', 'no', '.', '543/03', ',', '§', '§', '41', '-', '44', ',', 'ECHR', '2006-', '...', ',', 'with', 'further', 'references', ')', '.']	['O', 'O', 'B-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR']
['(', 'b', ')', 'Application', 'of', 'the', 'above', 'principles', 'in', 'the', 'present', 'case']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['42', '.', 'In', 'their', 'detention', 'decisions', ',', 'the', 'authorities', ',', 'in', 'addition', 'to', 'the', 'reasonable', 'suspicion', 'against', 'the', 'applicant', ',', 'relied', 'on', 'the', 'following', 'principal', 'grounds', ':', 'the', 'severity', 'of', 'the', 'penalty', 'to', 'which', 'he', 'was', 'liable', 'and', 'the', 'consequential', 'risk', 'that', 'he', 'might', 'obstruct', 'the', 'trial', 'by', 'influencing', 'witnesses', 'or', 'going', 'into', 'hiding', '(', 'see', 'paragraph', '9', 'above', ')', '.']	['O', 'O', 'B-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR', 'I-EGMR']
